source,author,title,description,url,urlToImage,publishedAt,content,category,country
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TIMESOFINDIA.COM,"Watch: Mukesh Ambani visits Shree Siddhivinayak temple with family, offers prayers - Indiatimes.com",Reliance Industries chairman Mukesh Ambani visited the Shree Siddhivinayak temple in Mumbai along with his family members to offer prayers. Mukesh Ambani along with his family offered prayers at the temple amid chanting of mantras by the priests. Shr,https://timesofindia.indiatimes.com/videos/city/mumbai/watch-mukesh-ambani-visits-shree-siddhivinayak-temple-with-family-offers-prayers/videoshow/100477669.cms,"https://timesofindia.indiatimes.com/photo/msid-100477669,imgsize-65074.cms",2023-05-24T12:16:51Z,"May 24, 2023, 05:46PM ISTSource: ANIReliance Industries chairman Mukesh Ambani visited the Shree Siddhivinayak temple in Mumbai along with his family members to offer prayers. Mukesh Ambani along witâ€¦ [+170 chars]",entertainment,in
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TIMESOFINDIA.COM,Harman Baweja reacts to old link-up rumours with Priyanka Chopra â€“ 'The scoops were fun when they were sweet butâ€¦' - Indiatimes.com,"Harman Baweja who will be making his OTT debut in the web show â€˜Scoopâ€™ was once rumoured to be dating Priyanka Chopra during the release of their 2008-scifi film â€˜Love Story 2050â€™. In an exclusive interview with ETimes, the actor reacted to the past",https://timesofindia.indiatimes.com/videos/entertainment/hindi/harman-baweja-reacts-to-old-link-up-rumours-with-priyanka-chopra-the-scoops-were-fun-when-they-were-sweet-but/videoshow/100476445.cms,https://timesofindia.indiatimes.com/photo/100476445/size-60550/100476445.jpg,2023-05-24T11:40:24Z,"Noshtoneer Trailer: Sandipta Sen, Shoumo Banerjee, Angana Roy, Rooqma Ray, Anindya Chatterjee, Rahul Dev Bose, Lokenath Dey And Nabonita Malakar Starrer Noshtoneer Official Trailer",entertainment,in
"{'id': None, 'name': 'NDTV News'}",,"ICYMI: Raghav Chadha's Post For ""This Beautiful Girl"" Parineeti Chopra - NDTV Movies",Raghav Chadha has shared special images from his engagement ceremony,https://www.ndtv.com/entertainment/icymi-raghav-chadha-s-loved-up-post-for-parineeti-chopra-is-as-mushy-as-it-gets-4062386,https://c.ndtvimg.com/2023-05/u5ksppr8_parineeti-chopra_625x300_24_May_23.jpg,2023-05-24T11:32:00Z,"Parineeti Chopra pictured at her engagement. (courtesy: parineetichopra)
New Delhi: Love is in the air, all thanks to Raghav Chadha and Parineeti Chopra. The AAP leader and the Bollywood star may haâ€¦ [+2266 chars]",entertainment,in
"{'id': None, 'name': 'Zoom'}",Taru B Masand,Arijit Singh Goes Grocery Shopping On Scooter. His Simplicity Wins Over Internet. WATCH - Times Now,"Singer Arijit Singh was spotted in Murshidabad, West Bengal going grocery shopping on a scooter. In the viral video, he is also seen exchanging pleasantries with neighbours. Details inside!",https://www.timesnownews.com/entertainment-news/arijit-singh-goes-grocery-shopping-on-scooter-his-simplicity-wins-over-internet-watch-bollywood-news-article-100473002,"https://static.tnn.in/thumb/msid-100473002,updatedat-1684926544210,width-1280,height-720,resizemode-75/100473002.jpg",2023-05-24T11:09:00Z,"2,000-Year-Old Trade Receipt Carved In Stone Discovered By Archaeologists; It Bears The Name 'Shimon'",entertainment,in
"{'id': None, 'name': 'Hindustan Times'}",Vrinda Jain,Man dances without a care as dog continues biting his leg - Hindustan Times,"In a clip shared by Instagram user Reinaldo Soares, you can see him dancing but as he is grooving, a dog bites his leg. Watch the video inside. | Trending",https://www.hindustantimes.com/trending/man-dances-without-a-care-as-dog-continues-biting-his-leg-watch-101684925013469.html,https://www.hindustantimes.com/ht-img/img/2023/05/24/1600x900/Dog_bites_on_mans_leg_as_he_dances_1684925219847_1684925508961.png,2023-05-24T11:03:25Z,"Several dance videos capture our attention because of their entertainment value. However, this time, a dance video that is going viral, shows something which you might have never seen. In a clip sharâ€¦ [+868 chars]",entertainment,in
"{'id': None, 'name': 'Zoomtventertainment.com'}",Mehak Sabharwal,New Mom Gauahar Khan Sheds 10 Kg In 10 Days. More Postpartum Weight Loss Tips - Zoom TV,Gauahar Khan and her hubby Zaid Darbar were recently blessed with a baby boy. The actress recently opened up about her post-partum weight loss journey.,https://www.zoomtventertainment.com/web-stories/celebrity/new-mom-gauahar-khan-sheds-10-kg-in-10-days-more-postpartum-weight-loss-tips/photostory/100475147.cms,"https://static.toiimg.com/thumb/msid-100475605,width-900,height-1200,resizemode-6.cms",2023-05-24T10:56:21Z,"Taking to social media, the new mom shared that she lost 10 kg in 10 days. She is now 6 kg away from her goal weight.",entertainment,in
"{'id': None, 'name': 'NDTV News'}",,Agra Review: Bleak But Illuminating Portrait Of Fragile Lives And Thwarted Dreams - NDTV Movies,Agra Review: Both Rahul Roy and Priyanka Bose immerse themselves so completely that they are well-nigh unrecognisable,https://www.ndtv.com/entertainment/agra-review-bleak-but-illuminating-portrait-of-fragile-lives-and-thwarted-dreams-4062262,https://c.ndtvimg.com/2023-05/e526l4qg_agra_625x300_24_May_23.jpg,2023-05-24T10:35:00Z,"Image was shared on Twitter. (courtesy: Festival_Cannes)
New Delhi: Cast: Priyanka Bose, Rahul Roy, Mohit Agarwal, Vibha Chhibber
Director: Kanu Behl
Rating: Four stars (out of 5)
Kanu Behl's newâ€¦ [+5556 chars]",entertainment,in
"{'id': None, 'name': '123telugu.com'}",,Tiger Nageswara Rao: Mass Maharajaâ€™s first look and filmâ€™s concept video look outstanding - 123telugu,"Telugu cinema news, Telugu Movies Updates, Latest Movie reviews in Telugu, Telugu cinema reviews, telugu movie reviews, Tollywood, Box office collections, Telugu Movie show times, Theater List, telugu cinema tickets",https://www.123telugu.com/mnews/tiger-nageswara-rao-mass-maharajas-first-look-and-films-concept-video-look-outstanding.html,https://www.123telugu.com/content/wp-content/themes/123telugu/images/logo.gif,2023-05-24T09:44:00Z,"Abhishek Agarwal Arts, which produced blockbusters like Karthikeya 2 and The Kashmir Files, is now coming up with a period action drama Tiger Nageswara Rao which stars Mass Maharaja Ravi Teja in the â€¦ [+1973 chars]",entertainment,in
"{'id': None, 'name': 'Hindustan Times'}",HT Entertainment Desk,Ajith Kumar gifts â‚¹12.5 lakh bike to fellow rider who organised his Nepal trip - Hindustan Times,"After Ajith Kumar gifted an expensive bike to a person, who had organised his recent Nepal tour, he wrote a long note thanking the actor.",https://www.hindustantimes.com/entertainment/tamil-cinema/ajith-kumar-gifts-12-5-lakh-bike-to-fellow-rider-who-organised-his-nepal-trip-best-possible-human-being-101684918754112.html,https://www.hindustantimes.com/ht-img/img/2023/05/24/1600x900/ajith_bike_1684918888281_1684918902846.jpg,2023-05-24T09:16:37Z,"Ajith Kumar recently travelled across the length and breadth of the country as part of his biking expedition. Apart from India, he has also biked around Nepal, Bhutan and parts of Europe. As he gearsâ€¦ [+2115 chars]",entertainment,in
"{'id': None, 'name': 'India.com'}",Zee Media Bureau,Watch: Aamir Khan And Fatima Sana Shaikh Playing Pickleball Together - Zee News,Bollywoods Mr Perfectionist Aamir Khan and his Dangal co-star Fatima Sana Shaikhs unseen video of playing a pickleball together surfaced online on Wednesday. Looks like the clipping has been shot by someone in hiding which once again brings back the breach ofâ€¦,https://zeenews.india.com/people/aamir-khan-and-dangal-co-star-fatima-sana-shaikhs-unseen-video-of-playing-pickleball-goes-viral-brings-back-relationship-rumours-watch-2612686.html,"https://english.cdn.zeenews.com/sites/default/files/2023/05/24/1206608-aamir-khan-fatima-sana-shai.jpg?im=FitAndFill=(1200,900)",2023-05-24T08:49:14Z,New Delhi: Bollywood's Mr Perfectionist Aamir Khan and his Dangal co-star Fatima Sana Shaikh's unseen video of playing a pickleball together surfaced online on Wednesday. Looks like the clipping has â€¦ [+1747 chars],entertainment,in
"{'id': None, 'name': 'Hindustan Times'}",HT Entertainment Desk,Natasha Poonawalla spotted with Leonardo DiCaprio at Cannes 2023. See pics - Hindustan Times,"At Cannes Film Festival 2023, Natasha Poonawalla was spotted with Leonardo DiCaprio during an outing. She was also seen on a yacht with Tobey Maguire and pals. | Hollywood",https://www.hindustantimes.com/entertainment/hollywood/natasha-poonawalla-spotted-with-leonardo-dicaprio-at-cannes-2023-101684916074394.html,https://www.hindustantimes.com/ht-img/img/2023/05/24/1600x900/mrs_vaccine_cannes_1684916804964_1684916829928.jpg,2023-05-24T08:47:45Z,"Hollywood actor Leonardo DiCaprio, who was seen with Natasha Poonawalla at a restuarant in London last year, was praised by her in a new Instagram post. Photos of the two from a party at Cannes Film â€¦ [+2829 chars]",entertainment,in
"{'id': None, 'name': 'India Today'}",Grace Cyril,Uorfi Javed sizzles in bikini made of beads and stones. Pratik Sehajpal is all heart - India Today,Uorfi Javed shared a new video of herself looking stunning in a bikini. Pratik Sehajpal commented on her post.,https://www.indiatoday.in/television/celebrity/story/uorfi-javed-sizzles-in-bikini-made-of-beads-and-stones-pratik-sehajpal-is-all-heart-2383618-2023-05-24,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202305/befunky-collage_1_5-sixteen_nine.jpg?VersionId=L3URrqV3RXl6Obwpevss_C1H2e0ouY7F,2023-05-24T08:46:39Z,By Grace Cyril: Uorfi Javed's new Instagram video will leave you gasping for air! The actress looks absolutely gorgeous in a bikini made of beads and stones. She also poses on a balcony by a river siâ€¦ [+1287 chars],entertainment,in
"{'id': None, 'name': 'Hindustan Times'}",HT Entertainment Desk,"Alia Bhatt, Ranveer Singh feature in BTS video from Rocky Aur Rani sets - Hindustan Times","In a new video, Alia Bhatt, Ranveer Singh, Dharmendra, Shabana Azmi and Jaya Bachchan were seen on Rocky Aur Rani Kii Prem Kahaani sets. Watch here. | Bollywood",https://www.hindustantimes.com/entertainment/bollywood/alia-bhatt-ranveer-singh-on-karan-johars-rocky-aur-rani-kii-prem-kahaani-sets-101684914466274.html,https://www.hindustantimes.com/ht-img/img/2023/05/24/1600x900/rocky_aur_rani_ki_prem_kahani_1684915952914_1684915953098.jpg,2023-05-24T08:19:56Z,Filmmaker Karan Johar has revealed that the first look of his upcoming film Rocky Aur Rani Kii Prem Kahaani will be unveiled on Thursday. Karan will celebrate his 51st birthday on Thursday. Taking toâ€¦ [+2615 chars],entertainment,in
"{'id': None, 'name': 'Hindustan Times'}",Krishna Priya Pallavi,Diana Penty spends her last day at Cannes killing it in a mini dress and silk trench coat. All pics inside - Hindustan Times,Au revoir Cannes: Diana Penty signed off from Cannes with a killer look in a mini dress and silk trench coat. Check out her pictures inside. | Fashion Trends,https://www.hindustantimes.com/lifestyle/fashion/diana-penty-spends-last-day-at-cannes-killing-it-in-a-mini-dress-all-pics-inside-101684913372143.html,https://www.hindustantimes.com/ht-img/img/2023/05/24/1600x900/Diana_Penty_Cannes_Film_Festival_2023_1684913640313_1684913650095.jpg,2023-05-24T07:36:04Z,Actor Diana Penty has had a stellar time at the ongoing Cannes Film Festival. Diana was among a host of celebrities who attended the 76th edition of the prestigious festival and walked the much-anticâ€¦ [+1793 chars],entertainment,in
"{'id': None, 'name': 'The Indian Express'}",The Indian Express,Anushka Sharma-Virat Kohli leave fans confused as they arrive hand in hand at Mumbai airport: â€˜London or Cannes?â€™ - The Indian Express,,https://indianexpress.com/article/entertainment/bollywood/anushka-sharma-virat-kohli-leave-fans-confused-as-they-arrive-at-mumbai-airport-london-or-cannes-8626013/,,2023-05-24T06:56:42Z,,entertainment,in
"{'id': None, 'name': 'NDTV News'}",,"Hansika Motwani Denies Giving Casting Couch Quote: ""Stop Printing Rubbish"" - NDTV Movies",Reports claimed Hansika Motwani was being harassed by a Telugu actor,https://www.ndtv.com/entertainment/hansika-motwani-denies-giving-casting-couch-quote-stop-printing-rubbish-4061552,https://c.ndtvimg.com/2023-05/n15kn2b4_hansika1200_625x300_24_May_23.jpg,2023-05-24T06:50:21Z,"Hansika Motwani shared this image (courtesy: ihansika)
Actress Hansika Motwani has rubbished media reports that claimed she encountered the casting couch and was harassed by a Telugu actor. In a tweâ€¦ [+1746 chars]",entertainment,in
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",etimes.in,You just can't miss THIS unseen candid photo of Suhana Khan in a white saree - Indiatimes.com,A throwback picture of Suhana Khan in a white sheer saree is doing the rounds on social media.,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/you-just-cant-miss-this-unseen-candid-photo-of-suhana-khan-in-a-white-saree/articleshow/100466515.cms,"https://static.toiimg.com/thumb/msid-100466515,width-1070,height-580,imgsize-33830,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2023-05-24T06:44:00Z,"Throwback: When Suhana Khan spoke about hating the attention being Shah Rukh Khan's daughter, revealed she could not even hug him in publicSuhana Khan reveals that as a child, she used to hate all thâ€¦ [+77 chars]",entertainment,in
"{'id': None, 'name': 'NDTV News'}",,Namaste Darshako But Make It Vicky Kaushal Instead Of Sara Ali Khan - NDTV Movies,The actors were recently in Jaipur to promote the song Tere Vaaste from the film,https://www.ndtv.com/entertainment/vicky-kaushal-takes-inspiration-from-sara-ali-khan-greets-instafam-with-namaste-darshako-4061126,https://c.ndtvimg.com/2023-05/g83mkgkg_vicky-_625x300_24_May_23.jpg,2023-05-24T06:22:18Z,"Still from a video shared by Vicky Kaushal. (courtesy: vvickykaushal09)
Vicky Kaushal and Sara Ali Khan are extremely excited about their upcoming film Zara Hatke Zara Bachke. This is evident from tâ€¦ [+2297 chars]",entertainment,in
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",etimes.in,Gulshan Deviaah calls out Nawazuddin Siddiqui for his statement on depression being an urban concept - Indiatimes.com,Gulshan Deviaah shares his point of view on Nawazuddin Siddiqui's comment about depression,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/gulshan-deviaah-calls-out-nawazuddin-siddiqui-for-his-statement-on-depression-being-an-urban-concept/articleshow/100466403.cms,"https://static.toiimg.com/thumb/msid-100466315,width-1070,height-580,imgsize-36266,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2023-05-24T06:12:00Z,"Gulshan Devaiah opens up on friend Vijay Varma and Tamannaah Bhatia's romance, says they have 'good chemistry'Gulshan Devaiah comments on Vijay Varma and Tamannaah Bhatia's love story and says he is â€¦ [+86 chars]",entertainment,in
"{'id': None, 'name': 'India Today'}",India Today Entertainment Desk,Superstar Rajinikanth asks assistant not to hold umbrella at Sarath Babu's funeral. Video goes viral - India Today,Superstar Rajinikanth attended his friend Sarath Babu's funeral on May 23.  He asked his assistant not to hold an umbrella for him at the last rites.,https://www.indiatoday.in/movies/regional-cinema/story/superstar-rajinikanth-asks-assistant-not-to-hold-umbrella-at-sarath-babus-funeral-video-goes-viral-2383484-2023-05-24,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202305/rajinikanth_umbrella-sixteen_nine.jpg?VersionId=knkldrk.7wZWmtPyoVvCPClTGVBr8ZyH,2023-05-24T04:48:31Z,"By India Today Entertainment Desk: Superstar Rajinikanth bid adieu to one of his dear friends, Sarath Babu, on May 24. The latter breathed his last at a private hospital in Hyderabad due to multiple â€¦ [+1643 chars]",entertainment,in
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",etimes.in,Old photos of Shah Rukh Khan and Aishwarya Rai from Cannes go viral; fans calls them 'simple-yet-classy' - Indiatimes.com,Throwback pictures of Shah Rukh Khan and Aishwarya Rai from their Cannes appearance in 2002 go viral on social media.,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/old-photos-of-shah-rukh-khan-and-aishwarya-rai-from-cannes-go-viral-fans-calls-them-simple-yet-classy/articleshow/100463766.cms,"https://static.toiimg.com/thumb/msid-100463766,width-1070,height-580,imgsize-27538,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2023-05-24T04:36:00Z,"Aishwarya Rai Bachchan drops pictures from Cannes 2023, fans call her 'The Ultimate Queen Of Cannes' but THIS is what netizens want to knowAishwarya Rai Bachchan has opted for lots of shine and shimmâ€¦ [+30 chars]",entertainment,in
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TNN,Aditya Singh Rajput had spoken to his mom minutes before his death - Times of India,"Aditya Singh Rajput was found dead in the bathroom of his Andheri apartment on Monday. The actor was then taken to the nearest hospital by his friend,",https://timesofindia.indiatimes.com/tv/news/hindi/aditya-singh-rajput-had-spoken-to-his-mom-minutes-before-his-death/articleshow/100462556.cms,"https://static.toiimg.com/thumb/msid-100462641,width-1070,height-580,imgsize-72932,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2023-05-24T03:34:00Z,"Hansa Singh on Aditya Singh Rajput: You dont find friends like him anymoreHansa Singh, who had known Aditya Singh Rajput for seven years, mourns the sudden and untimely demise of the young actor.",entertainment,in
"{'id': None, 'name': 'Zoom'}",Sushmita Dey,Cannes 2023: Mouni Roy Turns Cinderella In Strapless White Ivory Gown For Her Debut At The French Riviera - Times Now,"Mouni Roy made a dazzling debut at the Cannes Film Festival 2023 wearing a strapless white gown by Atelier Zuhra, featuring feather detailing at the bottom. The Bollywood actress left everyone in awe with her style and elegance and her photos took the interneâ€¦",https://www.timesnownews.com/entertainment-news/cannes-2023-mouni-roy-turns-cinderella-in-strapless-white-ivory-gown-for-her-debut-at-the-french-riviera-bollywood-news-article-100460899,"https://static.tnn.in/thumb/msid-100460899,updatedat-1684897506719,width-1280,height-720,resizemode-75/100460899.jpg",2023-05-24T03:05:06Z,"Delhi-Dehradun Vande Bharat Express: Commercial Ops To Start May 29 | Check Fare, Timings, Route, Other Details",entertainment,in
"{'id': None, 'name': 'PINKVILLA'}",Sneha Hiro,PIC: Aishwarya Rai Bachchan and daughter Aaradhya bake a special cake to celebrate Vrinda Rai's birthday - PINKVILLA,"On Tuesday Night, Aishwarya Rai Bachchan Took To Social Media And Shared A Beautiful Picture With Her Mom Vrinda Rai And Her Daughter Aaradhya Bachchan.",https://www.pinkvilla.com/entertainment/news/pic-aishwarya-rai-bachchan-and-daughter-aaradhya-bake-a-special-cake-to-celebrate-vrinda-rais-birthday-1222526,https://www.pinkvilla.com/english/images/2023/05/575365116_befunky-collage-2023-05-24t075403-513_1280*720.jpg,2023-05-24T02:31:34Z,"Aishwarya Rai Bachchan, who recently made heads turn at Cannes 2023 with her striking appearance, shared a glimpse of her mother Vrinda Rai's birthday celebration on Tuesday night. She took to socialâ€¦ [+2174 chars]",entertainment,in
"{'id': None, 'name': 'The Indian Express'}",The Indian Express,"Time Shelter, a story of a magical clinic for Alzheimerâ€™s patients, wins the International Booker Prize 2023 - The Indian Express",,https://indianexpress.com/article/books-and-literature/time-shelter-by-georgi-gospodinov-wins-the-international-booker-prize-2023-8625499/,,2023-05-23T21:17:14Z,,entertainment,in
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",The Feed,John Wick 4 OTT release date: Keanu Reeves' film releases on digital platform. Check details - The Economic Times,Keanu Reeves'  John Wick 4  is now available for viewers on OTT.  The fourth film of  John Wick  franchise has premiered on digital platform on Tuesday.,https://economictimes.indiatimes.com/news/international/us/john-wick-4-ott-release-date-keanu-reeves-film-releases-on-digital-platform-check-details/articleshow/100456733.cms,"https://img.etimg.com/thumb/msid-100456727,width-1070,height-580,imgsize-22024,overlay-economictimes/photo.jpg",2023-05-23T20:33:00Z,"John Wick 4, featuring Keanu Reeves, has been released on digital platforms for viewers in the US. The fourth film of ""John Wick"" franchise is now available for streaming on video on demand, accordinâ€¦ [+1605 chars]",entertainment,in
"{'id': None, 'name': 'Thedirect.com'}",Pierre Chanliau,Spider-Verse 2: First Footage of Venom Live-Action Universe Crossover Released - The Direct,Spider-Man: Across the Spider-Verse will feature Tom Hardy's Venom appearing in another superhero universe.,https://thedirect.com/article/spider-verse-2-venom-live-action-universe-crossover,https://images.thedirect.com/media/article_full/venom-spider-verse-2-marvel.jpg,2023-05-23T19:05:35Z,"The first footage of the Venom live-action crossover in Spider-Man: Across the Spider-Verse was released.
In March, it was rumored that Peggy Lu's Mrs. Chen from Venom and Venom: Let There Be Carnagâ€¦ [+2326 chars]",entertainment,in
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TIMESOFINDIA.COM,Shah Rukh Khan gives surprise video call to a 60-year-old female fan battling cancer; promises financial help - Indiatimes.com,"Shah Rukh Khan recently video-called a 60-year-old female fan battling cancer and promised to meet her soon. Not just that, King Khan also assured her to provide financial help for the treatment. A resident of Khardah, West Bengal, Shivani Chakrabort",https://timesofindia.indiatimes.com/videos/entertainment/hindi/shah-rukh-khan-gives-surprise-video-call-to-a-60-year-old-female-fan-battling-cancer-promises-financial-help/videoshow/100455785.cms,https://timesofindia.indiatimes.com/photo/100455785/size-56496/100455785.jpg,2023-05-23T18:10:07Z,"Shah Rukh Khan
 recently video-called a 60-year-old female fan battling cancer
 and promised to meet her soon. Not just that, King Khan also assured her to provide financial help for the treatment.â€¦ [+484 chars]",entertainment,in
"{'id': None, 'name': 'NDTV News'}",,Actor Aly Goni Gives A Tour Of His Karjat Villa In New Vlog - NDTV Movies,The video also features a special surprise planned by Jasmin Bhasin,https://www.ndtv.com/entertainment/actor-aly-goni-gives-a-tour-of-his-karjat-villa-in-new-vlog-4060316,https://c.ndtvimg.com/2023-05/jr0aa0io_aly-goni-_625x300_23_May_23.jpg,2023-05-23T16:11:06Z,"Aly Goni in a still from the video. (courtesy: YouTube)
New Delhi: TV star Aly Goni and rumoured girlfriend Jasmin Bhasin run a collective YouTube channel, on which they often share posts pertainingâ€¦ [+1168 chars]",entertainment,in
"{'id': None, 'name': 'Gulte'}",Suman M,Sai Dharam Tej As â€˜Markâ€™ From Bro The Avatar - Gulte,The first look of BRO The Avatar of PKSDT was out the other day and created a storm. The powerful poster of Pawan Kalyan's BRO look enticed the fans and so did the motion poster and theme song. Now it is time for the cool look of Sai Dharam Tej from the movieâ€¦,https://www.gulte.com/movienews/242607/sai-dharam-tej-as-mark-from-bro-the-avatar,https://cdn.gulte.com/wp-content/uploads/2023/05/Sai-Dharam-Tej-660x330.jpeg,2023-05-23T14:15:00Z,The first look of BRO The Avatar of PKSDT was out the other day and created a storm. The powerful poster of Pawan Kalyanâ€™s BRO look enticed the fans and so did the motion poster and theme song. Now iâ€¦ [+481 chars],entertainment,in
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TIMESOFINDIA.COM,â€˜Thoda..Thoda..â€™: Brett Lee talks to paps in Hindi as he and Chris Gayle arrive on â€˜The Kapil Sharma Showâ€™ sets - Indiatimes.com,"As the cricketing extravaganza, The Indian Premier League, has gripped the entire nation, several international cricketers are currently in the India for the event. Recently,  former Australia fast bowler Brett Lee and  West Indian cricketer Chris Ga",https://timesofindia.indiatimes.com/videos/entertainment/hindi/thoda-thoda-brett-lee-talks-to-paps-in-hindi-as-he-and-chris-gayle-arrive-on-the-kapil-sharma-show-sets/videoshow/100451587.cms,https://timesofindia.indiatimes.com/photo/100451587/size-60396/100451587.jpg,2023-05-23T13:48:04Z,"As the cricketing extravaganza, The Indian Premier League, has gripped the entire nation, several international cricketers are currently in the India for the event. Recently, former Australia fast boâ€¦ [+213 chars]",entertainment,in
"{'id': None, 'name': 'Bollywood Hungama'}",Bollywood Hungama,IIFA: Iulia Vantur to be a performer at this yearâ€™s edition of the prestigious awards show - Bollywood Hungama,"IIFA: Iulia Vantur to be a performer at this yearâ€™s edition of the prestigious awards show. Bollywood News: Latest Bollywood News, Bollywood News Today, Bollywood Celebrity News, Breaking News, Celeb News, Celebrities News, Bollywood News Hindi, Hindi Bollywoâ€¦",https://www.bollywoodhungama.com/news/bollywood/iifa-iulia-vantur-performer-years-edition-prestigious-awards-show/,https://stat5.bollywoodhungama.in/wp-content/uploads/2023/05/IIFA-main-2.jpg,2023-05-23T12:36:21Z,,entertainment,in
"{'id': None, 'name': 'NDTV News'}","Dayle Pareira, NDTV Lifestyle Desk",Cannes 2023: Shruti Haasan's Sheer Look With An Oversized Flower Gives The Red Carpet A Quirky Touch - NDTV Swirlster,Shruti Haasan goes back to black even on the Cannes 2023 red carpet,https://swirlster.ndtv.com/style/cannes-2023-shruti-haasans-sheer-black-look-with-an-oversized-flower-gives-the-red-carpet-a-quirky-touch-4058325,https://c.ndtvimg.com/2023-05/0pd4in6_shruti-haasan_625x300_23_May_23.jpg,2023-05-23T12:01:04Z,"For Shruti Haasan, black stands synonymous with all things love. The style icon's fondness for the shade needs no introduction. So much so that, the actress made sure that black accompanied her on thâ€¦ [+2631 chars]",entertainment,in
"{'id': None, 'name': 'Bar & Bench - Indian Legal News'}",Prashant Jha,Satyajit Ray first owner of copyright in film Nayak; right to novelise screenplay with him: Delhi High Court - Bar & Bench - Indian Legal News,The Delhi High Court held on Tuesday that the first owner of copyright in the 1966 Bengali film â€˜Nayakâ€™ is legendary filmmaker late Satyajit Ray who wrote the s,https://www.barandbench.com/news/litigation/satyajit-ray-first-owner-copyright-film-nayak-delhi-high-court,https://gumlet.assettype.com/barandbench%2F2023-05%2F6f93fe93-5381-4685-a523-ed1becf289a7%2F20.jpg?w=1200&auto=format%2Ccompress&ogImage=true&enlarge=true,2023-05-23T11:56:27Z,The Delhi High Court held on Tuesday that the first owner of copyright in the 1966 Bengali film Nayak is legendary filmmaker late Satyajit Ray who wrote the screenplay for the movie.,entertainment,in
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TIMESOFINDIA.COM,â€˜Donâ€™t touch meâ€™: Aahana Kumra REACTS after video of a fan inappropriately touching her goes viral - Times of India,Aahana Kumra recently made headlines when a video of her telling a male fan not to touch her while posing for a picture went viral on social media. The actress has now reacted to the incident in an interview with a news portal. Aahana reportedly said,https://timesofindia.indiatimes.com/videos/entertainment/hindi/dont-touch-me-aahana-kumra-reacts-after-video-of-a-fan-inappropriately-touching-her-goes-viral/videoshow/100448219.cms,https://timesofindia.indiatimes.com/photo/100448219/size-36088/100448219.jpg,2023-05-23T11:20:23Z,"Aahana Kumra
 recently made headlines when a video of her telling a male fan not to touch her while posing for a picture went viral on social media. The actress has now reacted to the incident in anâ€¦ [+447 chars]",entertainment,in
"{'id': None, 'name': 'Hindustan Times'}",hindustantimes.com,Esha Gupta is serving body and fashion goals in see-through body-enhancing dress - Hindustan Times,Esha Gupta is taking over the streets of Cannes in a blue printed body-hugging dress paired with multi-coloured stilettoes.,https://www.hindustantimes.com/photos/lifestyle/esha-gupta-is-serving-body-and-fashion-goals-in-see-through-body-enhancing-midi-dress-101684837498165.html,https://www.hindustantimes.com/ht-img/img/2023/05/23/1600x900/Collage_Maker-23-May-2023-03-58-PM-6112_1684837765605_1684837803370.jpg,2023-05-23T10:36:31Z,,entertainment,in
"{'id': None, 'name': 'Bollywoodshaadis.com'}",,"MunMun Dutta And Asit Modi 'Had A Lot Of Fights' On 'TMKOC', Reveals Show's Star, Monika Bhadoriya - BollywoodShaadis.com","In a recent interview, Monika Bhadoriya, who used to play the role of 'Bawri' in 'Taarak Mehta Ka Ooltah Chashmah' revealed that her co-star, Munmun Dutta had a lot of fights with Asit Modi.",https://www.bollywoodshaadis.com/articles/monika-bhadoriya-says-munmun-dutta-had-a-lot-of-fights-with-asit-modi-40726,https://www.bollywoodshaadis.com/img/article-l-2023514213091347353000.jpg,2023-05-23T07:39:41Z,"One of the most popular sitcoms, Taarak Mehta Ka Ooltah Chashmah has been constantly dominating all the headlines with a lot of accusations against the showâ€™s producer, Asit Modi, operations head, Soâ€¦ [+4220 chars]",entertainment,in
